player,round,hole,strokes,par,yds,score,time
"Garcia, Jose",1,10,4,4,225,0,"NA"
"Garcia, Jose",1,11,6,5,259,1,"NA"
"Garcia, Jose",1,12,3,3,96,0,"NA"
"Garcia, Jose",1,13,3,4,162,-1,"NA"
"Garcia, Jose",1,14,4,5,250,-1,09:45:00
"Garcia, Jose",1,15,6,4,230,2,"NA"
"Garcia, Jose",1,16,3,4,144,-1,"NA"
"Garcia, Jose",1,17,3,4,235,-1,"NA"
"Garcia, Jose",1,18,3,3,95,0,10:45:00
"Arciniega, Bogar",1,1,6,4,235,2,"NA"
"Arciniega, Bogar",1,2,6,4,215,2,"NA"
"Arciniega, Bogar",1,3,4,4,289,0,"NA"
"Arciniega, Bogar",1,4,6,5,301,1,"NA"
"Arciniega, Bogar",1,5,3,3,100,0,12:30:00
"Arciniega, Bogar",1,6,6,5,246,1,"NA"
"Arciniega, Bogar",1,7,4,4,200,0,"NA"
"Arciniega, Bogar",1,8,4,3,135,1,13:15:00
"Arciniega, Bogar",1,9,5,4,267,1,"NA"
"Arciniega, Bogar",1,10,5,4,225,1,09:15:00
"Arciniega, Bogar",1,11,3,5,259,-2,"NA"
"Arciniega, Bogar",1,12,4,3,96,1,"NA"
"Arciniega, Bogar",1,13,4,4,162,0,"NA"
"Arciniega, Bogar",1,14,5,5,250,0,10:15:00
"Arciniega, Bogar",1,15,5,4,230,1,10:30:00
"Arciniega, Bogar",1,16,3,4,144,-1,"NA"
"Arciniega, Bogar",1,17,4,4,235,0,11:00:00
"Arciniega, Bogar",1,18,3,3,95,0,"NA"
"Johnson, Jeremy",1,1,7,4,235,3,"NA"
"Johnson, Jeremy",1,2,5,4,215,1,10:30:00
"Johnson, Jeremy",1,3,4,4,289,0,10:45:00
"Johnson, Jeremy",1,4,7,5,301,2,"NA"
"Johnson, Jeremy",1,5,4,3,100,1,"NA"
"Johnson, Jeremy",1,6,6,5,246,1,"NA"
"Johnson, Jeremy",1,7,5,4,200,1,11:45:00
"Johnson, Jeremy",1,8,3,3,135,0,"NA"
"Johnson, Jeremy",1,9,5,4,267,1,12:15:00
"Johnson, Jeremy",1,10,4,4,225,0,12:30:00
"Johnson, Jeremy",1,11,5,5,259,0,"NA"
"Johnson, Jeremy",1,12,4,3,96,1,13:00:00
"Johnson, Jeremy",1,13,4,4,162,0,"NA"
"Johnson, Jeremy",1,14,5,5,250,0,09:00:00
"Johnson, Jeremy",1,15,4,4,230,0,"NA"
"Johnson, Jeremy",1,16,4,4,144,0,09:30:00
"Johnson, Jeremy",1,17,4,4,235,0,09:45:00
"Johnson, Jeremy",1,18,3,3,95,0,"NA"
"Guzman, Victor",1,1,5,4,235,1,"NA"
"Guzman, Victor",1,2,5,4,215,1,"NA"
"Guzman, Victor",1,3,4,4,289,0,13:00:00
"Guzman, Victor",1,4,5,5,301,0,"NA"
"Guzman, Victor",1,5,3,3,100,0,09:00:00
"Guzman, Victor",1,6,7,5,246,2,"NA"
"Guzman, Victor",1,7,4,4,200,0,09:30:00
"Guzman, Victor",1,8,4,3,135,1,"NA"
"Guzman, Victor",1,9,5,4,267,1,10:00:00
"Guzman, Victor",1,10,5,4,225,1,"NA"
"Guzman, Victor",1,11,5,5,259,0,10:30:00
"Guzman, Victor",1,12,4,3,96,1,10:45:00
"Guzman, Victor",1,13,4,4,162,0,11:00:00
"Guzman, Victor",1,14,5,5,250,0,"NA"
"Guzman, Victor",1,15,4,4,230,0,11:30:00
"Guzman, Victor",1,16,3,4,144,-1,"NA"
"Guzman, Victor",1,17,4,4,235,0,"NA"
"Guzman, Victor",1,18,3,3,95,0,12:15:00
"Reyes Retana, Enrique",1,1,6,4,235,2,"NA"
"Reyes Retana, Enrique",1,2,4,4,215,0,10:30:00
"Reyes Retana, Enrique",1,3,3,4,289,-1,10:45:00
"Reyes Retana, Enrique",1,4,5,5,301,0,"NA"
"Reyes Retana, Enrique",1,5,3,3,100,0,11:15:00
"Reyes Retana, Enrique",1,6,4,5,246,-1,"NA"
"Reyes Retana, Enrique",1,7,5,4,200,1,"NA"
"Reyes Retana, Enrique",1,8,4,3,135,1,12:00:00
"Reyes Retana, Enrique",1,9,5,4,267,1,"NA"
"Reyes Retana, Enrique",1,10,5,4,225,1,"NA"
"Reyes Retana, Enrique",1,11,5,5,259,0,12:45:00
"Reyes Retana, Enrique",1,12,3,3,96,0,13:00:00
"Reyes Retana, Enrique",1,13,3,4,162,-1,"NA"
"Reyes Retana, Enrique",1,14,4,5,250,-1,"NA"
"Reyes Retana, Enrique",1,15,3,4,230,-1,"NA"
"Reyes Retana, Enrique",1,16,4,4,144,0,"NA"
"Reyes Retana, Enrique",1,17,4,4,235,0,09:45:00
"Reyes Retana, Enrique",1,18,3,3,95,0,"NA"
"Ruiz, Raul",1,1,5,4,235,1,"NA"
"Ruiz, Raul",1,2,5,4,215,1,"NA"
"Ruiz, Raul",1,3,4,4,289,0,"NA"
"Ruiz, Raul",1,4,5,5,301,0,09:30:00
"Ruiz, Raul",1,5,4,3,100,1,"NA"
"Ruiz, Raul",1,6,7,5,246,2,"NA"
"Ruiz, Raul",1,7,4,4,200,0,10:15:00
"Ruiz, Raul",1,8,3,3,135,0,"NA"
"Ruiz, Raul",1,9,6,4,267,2,"NA"
"Ruiz, Raul",1,10,5,4,225,1,11:00:00
"Ruiz, Raul",1,11,6,5,259,1,"NA"
"Ruiz, Raul",1,12,4,3,96,1,"NA"
"Ruiz, Raul",1,13,3,4,162,-1,"NA"
"Ruiz, Raul",1,14,5,5,250,0,"NA"
"Ruiz, Raul",1,15,4,4,230,0,"NA"
"Ruiz, Raul",1,16,3,4,144,-1,"NA"
"Ruiz, Raul",1,17,4,4,235,0,12:45:00
"Ruiz, Raul",1,18,3,3,95,0,13:00:00
"Fulling, Bryan",1,1,6,4,235,2,"NA"
"Fulling, Bryan",1,2,5,4,215,1,"NA"
"Fulling, Bryan",1,3,3,4,289,-1,"NA"
"Fulling, Bryan",1,4,6,5,301,1,12:10:00
"Fulling, Bryan",1,5,3,3,100,0,12:25:00
"Fulling, Bryan",1,6,6,5,246,1,"NA"
"Fulling, Bryan",1,7,4,4,200,0,"NA"
"Fulling, Bryan",1,8,5,3,135,2,13:10:00
"Fulling, Bryan",1,9,5,4,267,1,13:25:00
"Fulling, Bryan",1,10,5,4,225,1,09:10:00
"Fulling, Bryan",1,11,4,5,259,-1,09:25:00
"Fulling, Bryan",1,12,4,3,96,1,"NA"
"Fulling, Bryan",1,13,4,4,162,0,"NA"
"Fulling, Bryan",1,14,5,5,250,0,"NA"
"Fulling, Bryan",1,15,5,4,230,1,"NA"
"Fulling, Bryan",1,16,4,4,144,0,10:40:00
"Fulling, Bryan",1,17,4,4,235,0,"NA"
"Fulling, Bryan",1,18,3,3,95,0,11:10:00
"Mendive, Lucas",1,1,6,4,235,2,"NA"
"Mendive, Lucas",1,2,5,4,215,1,11:40:00
"Mendive, Lucas",1,3,2,4,289,-2,"NA"
"Mendive, Lucas",1,4,6,5,301,1,"NA"
"Mendive, Lucas",1,5,4,3,100,1,"NA"
"Mendive, Lucas",1,6,5,5,246,0,"NA"
"Mendive, Lucas",1,7,5,4,200,1,"NA"
"Mendive, Lucas",1,8,4,3,135,1,13:10:00
"Mendive, Lucas",1,9,5,4,267,1,13:25:00
"Mendive, Lucas",1,10,4,4,225,0,09:10:00
"Mendive, Lucas",1,11,5,5,259,0,"NA"
"Mendive, Lucas",1,12,3,3,96,0,09:40:00
"Mendive, Lucas",1,13,7,4,162,3,"NA"
"Mendive, Lucas",1,14,4,5,250,-1,10:10:00
"Mendive, Lucas",1,15,4,4,230,0,"NA"
"Mendive, Lucas",1,16,4,4,144,0,10:40:00
"Mendive, Lucas",1,17,5,4,235,1,10:55:00
"Mendive, Lucas",1,18,3,3,95,0,11:10:00
"O Donnell, Ian",1,1,7,4,235,3,10:55:00
"O Donnell, Ian",1,2,6,4,215,2,11:10:00
"O Donnell, Ian",1,3,4,4,289,0,"NA"
"O Donnell, Ian",1,4,6,5,301,1,11:40:00
"O Donnell, Ian",1,5,4,3,100,1,"NA"
"O Donnell, Ian",1,6,5,5,246,0,"NA"
"O Donnell, Ian",1,7,4,4,200,0,"NA"
"O Donnell, Ian",1,8,4,3,135,1,12:40:00
"O Donnell, Ian",1,9,5,4,267,1,12:55:00
"O Donnell, Ian",1,10,4,4,225,0,"NA"
"O Donnell, Ian",1,11,5,5,259,0,"NA"
"O Donnell, Ian",1,12,4,3,96,1,"NA"
"O Donnell, Ian",1,13,4,4,162,0,"NA"
"O Donnell, Ian",1,14,5,5,250,0,"NA"
"O Donnell, Ian",1,15,4,4,230,0,"NA"
"O Donnell, Ian",1,16,4,4,144,0,10:10:00
"O Donnell, Ian",1,17,3,4,235,-1,"NA"
"O Donnell, Ian",1,18,2,3,95,-1,"NA"
"Martinez Santos, Tomas Alejandro",1,1,5,4,235,1,10:55:00
"Martinez Santos, Tomas Alejandro",1,2,5,4,215,1,"NA"
"Martinez Santos, Tomas Alejandro",1,3,3,4,289,-1,11:25:00
"Martinez Santos, Tomas Alejandro",1,4,6,5,301,1,11:40:00
"Martinez Santos, Tomas Alejandro",1,5,3,3,100,0,"NA"
"Martinez Santos, Tomas Alejandro",1,6,5,5,246,0,"NA"
"Martinez Santos, Tomas Alejandro",1,7,6,4,200,2,12:25:00
"Martinez Santos, Tomas Alejandro",1,8,5,3,135,2,"NA"
"Martinez Santos, Tomas Alejandro",1,9,5,4,267,1,"NA"
"Martinez Santos, Tomas Alejandro",1,10,5,4,225,1,"NA"
"Martinez Santos, Tomas Alejandro",1,11,5,5,259,0,"NA"
"Martinez Santos, Tomas Alejandro",1,12,3,3,96,0,09:10:00
"Martinez Santos, Tomas Alejandro",1,13,3,4,162,-1,"NA"
"Martinez Santos, Tomas Alejandro",1,14,5,5,250,0,09:40:00
"Martinez Santos, Tomas Alejandro",1,15,5,4,230,1,09:55:00
"Martinez Santos, Tomas Alejandro",1,16,4,4,144,0,"NA"
"Martinez Santos, Tomas Alejandro",1,17,4,4,235,0,10:25:00
"Martinez Santos, Tomas Alejandro",1,18,2,3,95,-1,10:40:00
"Herz, Mark",1,1,5,4,235,1,"NA"
"Herz, Mark",1,2,4,4,215,0,"NA"
"Herz, Mark",1,3,5,4,289,1,"NA"
"Herz, Mark",1,4,6,5,301,1,11:25:00
"Herz, Mark",1,5,3,3,100,0,"NA"
"Herz, Mark",1,6,5,5,246,0,"NA"
"Herz, Mark",1,7,4,4,200,0,"NA"
"Herz, Mark",1,8,3,3,135,0,12:25:00
"Herz, Mark",1,9,5,4,267,1,12:40:00
"Herz, Mark",1,10,4,4,225,0,12:55:00
"Herz, Mark",1,11,5,5,259,0,13:10:00
"Herz, Mark",1,12,5,3,96,2,"NA"
"Herz, Mark",1,13,3,4,162,-1,"NA"
"Herz, Mark",1,14,5,5,250,0,09:25:00
"Herz, Mark",1,15,3,4,230,-1,"NA"
"Herz, Mark",1,16,4,4,144,0,09:55:00
"Herz, Mark",1,17,4,4,235,0,10:10:00
"Herz, Mark",1,18,3,3,95,0,10:25:00
"Gyorgy, Podusil",1,1,7,4,235,3,"NA"
"Gyorgy, Podusil",1,2,5,4,215,1,13:00:00
"Gyorgy, Podusil",1,3,3,4,289,-1,13:15:00
"Gyorgy, Podusil",1,4,5,5,301,0,"NA"
"Gyorgy, Podusil",1,5,3,3,100,0,09:15:00
"Gyorgy, Podusil",1,6,4,5,246,-1,09:30:00
"Gyorgy, Podusil",1,7,5,4,200,1,09:45:00
"Gyorgy, Podusil",1,8,5,3,135,2,"NA"
"Gyorgy, Podusil",1,9,6,4,267,2,"NA"
"Gyorgy, Podusil",1,10,5,4,225,1,10:30:00
"Gyorgy, Podusil",1,11,5,5,259,0,"NA"
"Gyorgy, Podusil",1,12,3,3,96,0,11:00:00
"Gyorgy, Podusil",1,13,4,4,162,0,11:15:00
"Gyorgy, Podusil",1,14,5,5,250,0,"NA"
"Gyorgy, Podusil",1,15,6,4,230,2,"NA"
"Gyorgy, Podusil",1,16,4,4,144,0,12:00:00
"Gyorgy, Podusil",1,17,4,4,235,0,12:15:00
"Gyorgy, Podusil",1,18,4,3,95,1,"NA"
"Brindis, Manuel",1,1,6,4,235,2,"NA"
"Brindis, Manuel",1,2,6,4,215,2,"NA"
"Brindis, Manuel",1,3,4,4,289,0,12:25:00
"Brindis, Manuel",1,4,6,5,301,1,"NA"
"Brindis, Manuel",1,5,3,3,100,0,12:55:00
"Brindis, Manuel",1,6,5,5,246,0,"NA"
"Brindis, Manuel",1,7,6,4,200,2,"NA"
"Brindis, Manuel",1,8,4,3,135,1,09:10:00
"Brindis, Manuel",1,9,6,4,267,2,"NA"
"Brindis, Manuel",1,10,5,4,225,1,09:40:00
"Brindis, Manuel",1,11,5,5,259,0,"NA"
"Brindis, Manuel",1,12,3,3,96,0,10:10:00
"Brindis, Manuel",1,13,3,4,162,-1,"NA"
"Brindis, Manuel",1,14,5,5,250,0,"NA"
"Brindis, Manuel",1,15,4,4,230,0,10:55:00
"Brindis, Manuel",1,16,4,4,144,0,11:10:00
"Brindis, Manuel",1,17,4,4,235,0,"NA"
"Brindis, Manuel",1,18,2,3,95,-1,"NA"
"Romuald, Pretot",1,1,6,4,235,2,11:40:00
"Romuald, Pretot",1,2,5,4,215,1,"NA"
"Romuald, Pretot",1,3,3,4,289,-1,12:10:00
"Romuald, Pretot",1,4,6,5,301,1,"NA"
"Romuald, Pretot",1,5,2,3,100,-1,"NA"
"Romuald, Pretot",1,6,6,5,246,1,"NA"
"Romuald, Pretot",1,7,4,4,200,0,"NA"
"Romuald, Pretot",1,8,4,3,135,1,"NA"
"Romuald, Pretot",1,9,5,4,267,1,09:10:00
"Romuald, Pretot",1,10,5,4,225,1,"NA"
"Romuald, Pretot",1,11,4,5,259,-1,"NA"
"Romuald, Pretot",1,12,3,3,96,0,09:55:00
"Romuald, Pretot",1,13,5,4,162,1,"NA"
"Romuald, Pretot",1,14,4,5,250,-1,10:25:00
"Romuald, Pretot",1,15,4,4,230,0,10:40:00
"Romuald, Pretot",1,16,4,4,144,0,"NA"
"Romuald, Pretot",1,17,3,4,235,-1,"NA"
"Romuald, Pretot",1,18,3,3,95,0,11:25:00
"Perdomo, Martin",1,1,5,4,235,1,12:30:00
"Perdomo, Martin",1,2,5,4,215,1,12:45:00
"Perdomo, Martin",1,3,4,4,289,0,"NA"
"Perdomo, Martin",1,4,6,5,301,1,"NA"
"Perdomo, Martin",1,5,3,3,100,0,"NA"
"Perdomo, Martin",1,6,5,5,246,0,09:15:00
"Perdomo, Martin",1,7,5,4,200,1,09:30:00
"Perdomo, Martin",1,8,5,3,135,2,09:45:00
"Perdomo, Martin",1,9,4,4,267,0,10:00:00
"Perdomo, Martin",1,10,4,4,225,0,"NA"
"Perdomo, Martin",1,11,4,5,259,-1,10:30:00
"Perdomo, Martin",1,12,3,3,96,0,10:45:00
"Perdomo, Martin",1,13,4,4,162,0,11:00:00
"Perdomo, Martin",1,14,5,5,250,0,"NA"
"Perdomo, Martin",1,15,3,4,230,-1,"NA"
"Perdomo, Martin",1,16,4,4,144,0,"NA"
"Perdomo, Martin",1,17,5,4,235,1,"NA"
"Perdomo, Martin",1,18,3,3,95,0,12:15:00
"Reyes, Marco",1,1,5,4,235,1,12:40:00
"Reyes, Marco",1,2,5,4,215,1,"NA"
"Reyes, Marco",1,3,6,4,289,2,"NA"
"Reyes, Marco",1,4,6,5,301,1,13:25:00
"Reyes, Marco",1,5,3,3,100,0,09:10:00
"Reyes, Marco",1,6,6,5,246,1,09:25:00
"Reyes, Marco",1,7,4,4,200,0,"NA"
"Reyes, Marco",1,8,4,3,135,1,09:55:00
"Reyes, Marco",1,9,5,4,267,1,10:10:00
"Reyes, Marco",1,10,4,4,225,0,"NA"
"Reyes, Marco",1,11,7,5,259,2,"NA"
"Reyes, Marco",1,12,3,3,96,0,"NA"
"Reyes, Marco",1,13,4,4,162,0,11:10:00
"Reyes, Marco",1,14,4,5,250,-1,11:25:00
"Reyes, Marco",1,15,5,4,230,1,"NA"
"Reyes, Marco",1,16,3,4,144,-1,"NA"
"Reyes, Marco",1,17,5,4,235,1,"NA"
"Reyes, Marco",1,18,2,3,95,-1,"NA"
"Martinez, Hermes",1,1,5,4,235,1,"NA"
"Martinez, Hermes",1,2,5,4,215,1,"NA"
"Martinez, Hermes",1,3,3,4,289,-1,10:15:00
"Martinez, Hermes",1,4,6,5,301,1,"NA"
"Martinez, Hermes",1,5,3,3,100,0,10:45:00
"Martinez, Hermes",1,6,5,5,246,0,"NA"
"Martinez, Hermes",1,7,5,4,200,1,"NA"
"Martinez, Hermes",1,8,3,3,135,0,11:30:00
"Martinez, Hermes",1,9,5,4,267,1,"NA"
"Martinez, Hermes",1,10,5,4,225,1,"NA"
"Martinez, Hermes",1,11,5,5,259,0,"NA"
"Martinez, Hermes",1,12,3,3,96,0,12:30:00
"Martinez, Hermes",1,13,4,4,162,0,12:45:00
"Martinez, Hermes",1,14,5,5,250,0,13:00:00
"Martinez, Hermes",1,15,4,4,230,0,"NA"
"Martinez, Hermes",1,16,4,4,144,0,"NA"
"Martinez, Hermes",1,17,4,4,235,0,09:15:00
"Martinez, Hermes",1,18,2,3,95,-1,"NA"
"Guzman, Luis",1,1,6,4,235,2,11:15:00
"Guzman, Luis",1,2,5,4,215,1,"NA"
"Guzman, Luis",1,3,4,4,289,0,"NA"
"Guzman, Luis",1,4,5,5,301,0,"NA"
"Guzman, Luis",1,5,3,3,100,0,12:15:00
"Guzman, Luis",1,6,6,5,246,1,12:30:00
"Guzman, Luis",1,7,5,4,200,1,12:45:00
"Guzman, Luis",1,8,5,3,135,2,"NA"
"Guzman, Luis",1,9,5,4,267,1,"NA"
"Guzman, Luis",1,10,4,4,225,0,09:00:00
"Guzman, Luis",1,11,5,5,259,0,09:15:00
"Guzman, Luis",1,12,3,3,96,0,09:30:00
"Guzman, Luis",1,13,4,4,162,0,09:45:00
"Guzman, Luis",1,14,6,5,250,1,"NA"
"Guzman, Luis",1,15,5,4,230,1,"NA"
"Guzman, Luis",1,16,4,4,144,0,"NA"
"Guzman, Luis",1,17,4,4,235,0,10:45:00
"Guzman, Luis",1,18,2,3,95,-1,"NA"
"Barragan, Osvaldo",1,1,5,4,235,1,"NA"
"Barragan, Osvaldo",1,2,5,4,215,1,12:45:00
"Barragan, Osvaldo",1,3,2,4,289,-2,"NA"
"Barragan, Osvaldo",1,4,6,5,301,1,"NA"
"Barragan, Osvaldo",1,5,3,3,100,0,09:00:00
"Barragan, Osvaldo",1,6,5,5,246,0,"NA"
"Barragan, Osvaldo",1,7,4,4,200,0,"NA"
"Barragan, Osvaldo",1,8,4,3,135,1,"NA"
"Barragan, Osvaldo",1,9,6,4,267,2,"NA"
"Barragan, Osvaldo",1,10,7,4,225,3,"NA"
"Barragan, Osvaldo",1,11,5,5,259,0,10:30:00
"Barragan, Osvaldo",1,12,3,3,96,0,"NA"
"Barragan, Osvaldo",1,13,4,4,162,0,11:00:00
"Barragan, Osvaldo",1,14,5,5,250,0,"NA"
"Barragan, Osvaldo",1,15,4,4,230,0,11:30:00
"Barragan, Osvaldo",1,16,3,4,144,-1,"NA"
"Barragan, Osvaldo",1,17,4,4,235,0,"NA"
"Barragan, Osvaldo",1,18,3,3,95,0,12:15:00
"Zhang, Kevin",1,1,5,4,235,1,"NA"
"Zhang, Kevin",1,2,5,4,215,1,"NA"
"Zhang, Kevin",1,3,4,4,289,0,"NA"
"Zhang, Kevin",1,4,4,5,301,-1,"NA"
"Zhang, Kevin",1,5,4,3,100,1,"NA"
"Zhang, Kevin",1,6,6,5,246,1,"NA"
"Zhang, Kevin",1,7,5,4,200,1,"NA"
"Zhang, Kevin",1,8,4,3,135,1,"NA"
"Zhang, Kevin",1,9,4,4,267,0,"NA"
"Zhang, Kevin",1,10,5,4,225,1,10:00:00
"Zhang, Kevin",1,11,5,5,259,0,"NA"
"Zhang, Kevin",1,12,6,3,96,3,"NA"
"Zhang, Kevin",1,13,4,4,162,0,10:45:00
"Zhang, Kevin",1,14,4,5,250,-1,"NA"
"Zhang, Kevin",1,15,6,4,230,2,"NA"
"Zhang, Kevin",1,16,4,4,144,0,11:30:00
"Zhang, Kevin",1,17,4,4,235,0,"NA"
"Zhang, Kevin",1,18,3,3,95,0,12:00:00
"Rayatkah, Sasha",1,1,5,4,235,1,09:30:00
"Rayatkah, Sasha",1,2,4,4,215,0,"NA"
"Rayatkah, Sasha",1,3,3,4,289,-1,10:00:00
"Rayatkah, Sasha",1,4,6,5,301,1,"NA"
"Rayatkah, Sasha",1,5,3,3,100,0,10:30:00
"Rayatkah, Sasha",1,6,6,5,246,1,"NA"
"Rayatkah, Sasha",1,7,6,4,200,2,"NA"
"Rayatkah, Sasha",1,8,4,3,135,1,11:15:00
"Rayatkah, Sasha",1,9,5,4,267,1,"NA"
"Rayatkah, Sasha",1,10,5,4,225,1,"NA"
"Rayatkah, Sasha",1,11,6,5,259,1,"NA"
"Rayatkah, Sasha",1,12,2,3,96,-1,"NA"
"Rayatkah, Sasha",1,13,3,4,162,-1,"NA"
"Rayatkah, Sasha",1,14,5,5,250,0,12:45:00
"Rayatkah, Sasha",1,15,4,4,230,0,13:00:00
"Rayatkah, Sasha",1,16,4,4,144,0,"NA"
"Rayatkah, Sasha",1,17,4,4,235,0,09:00:00
"Rayatkah, Sasha",1,18,3,3,95,0,09:15:00
"Liu, Meng Yang",1,1,8,4,235,4,"NA"
"Liu, Meng Yang",1,2,5,4,215,1,"NA"
"Liu, Meng Yang",1,3,4,4,289,0,"NA"
"Liu, Meng Yang",1,4,6,5,301,1,12:00:00
"Liu, Meng Yang",1,5,3,3,100,0,12:15:00
"Liu, Meng Yang",1,6,6,5,246,1,"NA"
"Liu, Meng Yang",1,7,6,4,200,2,"NA"
"Liu, Meng Yang",1,8,4,3,135,1,13:00:00
"Liu, Meng Yang",1,9,6,4,267,2,13:15:00
"Liu, Meng Yang",1,10,4,4,225,0,"NA"
"Liu, Meng Yang",1,11,4,5,259,-1,"NA"
"Liu, Meng Yang",1,12,3,3,96,0,"NA"
"Liu, Meng Yang",1,13,4,4,162,0,"NA"
"Liu, Meng Yang",1,14,5,5,250,0,10:00:00
"Liu, Meng Yang",1,15,3,4,230,-1,"NA"
"Liu, Meng Yang",1,16,3,4,144,-1,10:30:00
"Liu, Meng Yang",1,17,4,4,235,0,"NA"
"Liu, Meng Yang",1,18,3,3,95,0,"NA"
"Acevedo, Jose",1,1,7,4,235,3,"NA"
"Acevedo, Jose",1,2,5,4,215,1,12:00:00
"Acevedo, Jose",1,3,4,4,289,0,"NA"
"Acevedo, Jose",1,4,5,5,301,0,12:30:00
"Acevedo, Jose",1,5,3,3,100,0,12:45:00
"Acevedo, Jose",1,6,7,5,246,2,13:00:00
"Acevedo, Jose",1,7,6,4,200,2,13:15:00
"Acevedo, Jose",1,8,4,3,135,1,"NA"
"Acevedo, Jose",1,9,7,4,267,3,"NA"
"Acevedo, Jose",1,10,4,4,225,0,"NA"
"Acevedo, Jose",1,11,6,5,259,1,"NA"
"Acevedo, Jose",1,12,2,3,96,-1,"NA"
"Acevedo, Jose",1,13,5,4,162,1,"NA"
"Acevedo, Jose",1,14,5,5,250,0,"NA"
"Acevedo, Jose",1,15,4,4,230,0,10:45:00
"Acevedo, Jose",1,16,5,4,144,1,"NA"
"Acevedo, Jose",1,17,4,4,235,0,11:15:00
"Acevedo, Jose",1,18,3,3,95,0,11:30:00
"Vazquez, Jorge",1,1,4,4,235,0,"NA"
"Vazquez, Jorge",1,2,4,4,215,0,"NA"
"Vazquez, Jorge",1,3,2,4,289,-2,"NA"
"Vazquez, Jorge",1,4,5,5,301,0,"NA"
"Vazquez, Jorge",1,5,3,3,100,0,"NA"
"Vazquez, Jorge",1,6,6,5,246,1,"NA"
"Vazquez, Jorge",1,7,5,4,200,1,13:15:00
"Vazquez, Jorge",1,8,3,3,135,0,"NA"
"Vazquez, Jorge",1,9,6,4,267,2,"NA"
"Vazquez, Jorge",1,10,4,4,225,0,"NA"
"Vazquez, Jorge",1,11,4,5,259,-1,09:45:00
"Vazquez, Jorge",1,12,3,3,96,0,10:00:00
"Vazquez, Jorge",1,13,4,4,162,0,"NA"
"Vazquez, Jorge",1,14,5,5,250,0,"NA"
"Vazquez, Jorge",1,15,5,4,230,1,"NA"
"Vazquez, Jorge",1,16,5,4,144,1,11:00:00
"Vazquez, Jorge",1,17,4,4,235,0,11:15:00
"Vazquez, Jorge",1,18,3,3,95,0,"NA"
"Valdez, Anier",1,1,5,4,235,1,10:40:00
"Valdez, Anier",1,2,4,4,215,0,10:55:00
"Valdez, Anier",1,3,3,4,289,-1,"NA"
"Valdez, Anier",1,4,7,5,301,2,11:25:00
"Valdez, Anier",1,5,4,3,100,1,"NA"
"Valdez, Anier",1,6,6,5,246,1,"NA"
"Valdez, Anier",1,7,5,4,200,1,"NA"
"Valdez, Anier",1,8,5,3,135,2,"NA"
"Valdez, Anier",1,9,4,4,267,0,"NA"
"Valdez, Anier",1,10,6,4,225,2,"NA"
"Valdez, Anier",1,11,5,5,259,0,"NA"
"Valdez, Anier",1,12,3,3,96,0,13:25:00
"Valdez, Anier",1,13,4,4,162,0,09:10:00
"Valdez, Anier",1,14,6,5,250,1,"NA"
"Valdez, Anier",1,15,4,4,230,0,"NA"
"Valdez, Anier",1,16,4,4,144,0,"NA"
"Valdez, Anier",1,17,4,4,235,0,10:10:00
"Valdez, Anier",1,18,3,3,95,0,"NA"
"Rabel, Jeremias",1,1,5,4,235,1,11:30:00
"Rabel, Jeremias",1,2,4,4,215,0,"NA"
"Rabel, Jeremias",1,3,5,4,289,1,"NA"
"Rabel, Jeremias",1,4,6,5,301,1,"NA"
"Rabel, Jeremias",1,5,3,3,100,0,12:30:00
"Rabel, Jeremias",1,6,7,5,246,2,"NA"
"Rabel, Jeremias",1,7,7,4,200,3,"NA"
"Rabel, Jeremias",1,8,3,3,135,0,"NA"
"Rabel, Jeremias",1,9,6,4,267,2,09:00:00
"Rabel, Jeremias",1,10,5,4,225,1,"NA"
"Rabel, Jeremias",1,11,8,5,259,3,"NA"
"Rabel, Jeremias",1,12,5,3,96,2,"NA"
"Rabel, Jeremias",1,13,4,4,162,0,"NA"
"Rabel, Jeremias",1,14,5,5,250,0,10:15:00
"Rabel, Jeremias",1,15,4,4,230,0,"NA"
"Rabel, Jeremias",1,16,3,4,144,-1,"NA"
"Rabel, Jeremias",1,17,4,4,235,0,"NA"
"Rabel, Jeremias",1,18,3,3,95,0,11:15:00
"Perez, Gaston",1,1,4,4,235,0,"NA"
"Perez, Gaston",1,2,5,4,215,1,12:00:00
"Perez, Gaston",1,3,3,4,289,-1,12:15:00
"Perez, Gaston",1,4,6,5,301,1,12:30:00
"Perez, Gaston",1,5,3,3,100,0,12:45:00
"Perez, Gaston",1,6,6,5,246,1,13:00:00
"Perez, Gaston",1,7,4,4,200,0,"NA"
"Perez, Gaston",1,8,3,3,135,0,"NA"
"Perez, Gaston",1,9,5,4,267,1,"NA"
"Perez, Gaston",1,10,4,4,225,0,09:30:00
"Perez, Gaston",1,11,5,5,259,0,"NA"
"Perez, Gaston",1,12,4,3,96,1,"NA"
"Perez, Gaston",1,13,4,4,162,0,10:15:00
"Perez, Gaston",1,14,6,5,250,1,"NA"
"Perez, Gaston",1,15,4,4,230,0,"NA"
"Perez, Gaston",1,16,3,4,144,-1,"NA"
"Perez, Gaston",1,17,4,4,235,0,11:15:00
"Perez, Gaston",1,18,4,3,95,1,"NA"
"Rayatkah, Parshan",1,1,5,4,235,1,11:30:00
"Rayatkah, Parshan",1,2,5,4,215,1,"NA"
"Rayatkah, Parshan",1,3,4,4,289,0,"NA"
